m_fr_sum,fr_sum,log_fr_sum,serial_num,vp_exp_dummy,num_comp_exp,product_num,log_num_news,num_news,inv_num,cs_dummy,biz_dummy,master_dummy,age
36,36000000,8,1,0,1,1,1.1461280357,14,0,0,0,0,25
21.4,21400000,7,1,1,6,1,0.7781512504,6,1,0,0,0,25
6,6000000,7,6,1,33,0,0.3010299957,2,2,0,0,0,25
6,6000000,7,1,1,9,0,0.3010299957,2,0,0,0,0,25
14.4,14400000,7,1,1,3,1,0.6989700043,5,1,0,0,0,25
14.4,14400000,7,1,0,1,1,0.6989700043,5,0,0,0,0,25
14.4,14400000,7,2,0,2,1,0.6989700043,5,0,0,0,0,25
0,0,0,1,1,25,0,0,1,0,1,0,0,25
4.3,4300000,7,2,0,2,0,0.84509804,7,0,0,0,0,25
0,0,0,1,0,1,0,0.84509804,7,0,0,0,0,25
0,0,0,1,0,1,0,0.84509804,7,0,0,0,0,25
4,4000000,7,1,0,1,1,0.903089987,8,0,0,0,0,25
4,4000000,7,1,0,1,1,0.903089987,8,0,0,0,0,25
2.741668,2741668,6,1,0,4,0,0.3010299957,2,0,0,0,0,25
169.007658,169007658,8,3,0,5,2,1.8573324964,72,1,0,1,0,25
1.5,1500000,6,2,0,8,0,0,0,3,0,0,0,25
0.505185,505185,6,1,0,4,1,0,0,0,0,0,0,25
0,0,0,1,0,7,0,0,0,0,0,0,0,25
1.1,1100000,6,1,0,2,0,0,0,0,0,0,0,25
0,0,0,1,1,9,0,0.6989700043,5,0,0,1,0,25
0,0,0,1,0,1,1,0.6020599913,4,0,0,0,0,25
343,343000000,9,7,1,14,5,2.3909351071,246,48,1,0,0,39
0,0,0,1,0,2,0,0,0,0,0,0,0,25
6,6000000,7,1,1,5,0,1.2041199827,16,4,0,0,0,25
0,0,0,1,1,19,0,0,0,6,0,0,0,46
0,0,0,1,0,1,0,0,0,0,0,0,0,25
0,0,0,1,1,4,0,0,0,1,0,0,0,25
0,0,0,1,0,2,0,0,0,0,0,0,0,25
193.899314,193899314,8,3,1,6,1,0.3010299957,2,0,1,0,1,25
0,0,0,2,0,7,0,0,1,0,0,1,0,25
34.7999,34799900,8,1,0,2,0,0,0,0,0,0,0,25
0,0,0,1,1,10,0,0.6020599913,4,0,0,1,0,48
0,0,0,2,0,3,0,0.3010299957,2,0,0,0,0,25
34,34000000,8,1,1,7,0,2.0293837777,107,98,0,0,0,46
34,34000000,8,2,0,2,3,2.0453229788,111,3,0,0,0,25
34,34000000,8,1,1,7,0,2.0293837777,107,3,1,0,0,50
0.315,315000,5,1,0,5,1,0.6989700043,5,0,0,0,0,32
0.315,315000,5,1,0,1,1,0.6989700043,5,0,0,0,0,25
0,0,0,1,1,12,0,0,0,0,0,0,0,25
0,0,0,1,0,4,0,0,0,0,1,0,1,25
0,0,0,1,1,10,0,0,0,0,1,0,1,25
0,0,0,1,0,1,0,0.3010299957,2,0,0,0,0,25
29,29000000,7,2,1,3,1,0.84509804,7,0,1,0,0,25
0,0,0,1,0,1,1,0,0,0,0,0,0,25
0,0,0,1,0,2,1,0,0,0,0,0,0,25
0,0,0,1,0,2,1,0,0,0,0,0,0,25
31.5,31500000,7,3,0,3,4,0.9542425094,9,0,0,0,0,25
31.93,31930000,8,1,0,3,2,0.4771212547,3,0,0,0,0,25
31.93,31930000,8,3,0,6,2,0.4771212547,3,0,1,0,0,25
65,65000000,8,2,0,4,2,1.3010299957,20,1,0,0,0,25
0,0,0,2,0,2,2,0.6989700043,5,0,0,0,0,25
70,70000000,8,1,0,10,3,0.9542425094,9,0,0,0,0,25
0,0,0,3,0,4,1,0.7781512504,6,0,0,0,0,44
0,0,0,1,0,1,1,0.7781512504,6,0,0,0,0,25
0,0,0,2,0,4,1,0.7781512504,6,0,0,1,0,25
0,0,0,1,1,11,1,1.1139433523,13,0,1,0,0,25
69,69000000,8,1,1,3,0,0.3010299957,2,1,0,0,0,25
0,0,0,1,1,2,0,0,0,0,0,1,0,25
0,0,0,1,0,7,3,0.3010299957,2,0,0,1,0,44
1.099988,1099988,6,2,0,4,0,1.2041199827,16,0,1,0,0,25
0.515,515000,6,1,0,2,0,1.079181246,12,0,0,0,0,27
0,0,0,2,0,4,0,0,0,0,0,0,0,25
6.309,6309000,7,2,0,4,2,1.079181246,12,0,0,0,0,25
1.309,1309000,6,1,1,5,2,0.6020599913,4,0,0,1,0,25
0,0,0,1,0,1,1,0,1,0,0,0,0,25
0,0,0,1,0,2,1,0,1,0,0,0,0,25
2.781,2781000,6,1,0,1,1,0.3010299957,2,0,0,0,0,25
2.781,2781000,6,1,0,1,1,0.3010299957,2,0,0,0,0,25
0,0,0,2,0,4,1,0.4771212547,3,0,1,0,0,32
6,6000000,7,2,1,5,1,0.4771212547,3,5,0,1,0,25
6,6000000,7,2,0,2,1,0.4771212547,3,0,0,0,0,25
151.650012,151650012,8,2,0,2,3,0.6989700043,5,0,0,1,0,25
0,0,0,1,0,1,2,1.0413926852,11,0,0,0,0,25
0,0,0,1,0,1,2,1.0413926852,11,0,0,0,0,25
0,0,0,1,0,3,0,0,0,0,1,0,0,25
4,4000000,7,1,0,1,0,0.84509804,7,0,0,0,0,25
0,0,0,1,0,12,0,0,0,0,0,0,0,25
0,0,0,3,0,5,0,0,0,0,0,0,0,25
0.015,15000,4,2,0,4,1,0.3010299957,2,0,1,0,0,25
20.536346,20536346,7,3,0,6,1,0.6020599913,4,0,0,0,0,25
0,0,0,1,0,2,1,0.6989700043,5,0,0,0,0,25
0,0,0,1,0,1,1,0,1,0,0,0,0,25
0,0,0,1,0,2,1,0,1,0,0,0,0,25
0,0,0,1,0,1,1,0,1,0,0,0,0,25
0,0,0,3,1,8,0,0,1,0,1,0,0,25
0,0,0,1,1,9,0,0,0,0,0,1,0,25
0,0,0,2,0,2,1,0,1,0,0,0,0,25
0,0,0,1,0,2,1,0,1,0,1,0,0,25
0,0,0,1,0,4,0,0,0,0,0,0,0,25
0,0,0,3,0,7,0,0,0,0,1,0,0,25
68.5,68500000,8,1,0,2,0,1.4313637642,27,0,0,0,0,25
68.5,68500000,8,1,0,1,0,1.4313637642,27,0,0,0,0,25
0,0,0,1,0,2,0,0.3010299957,2,0,0,0,0,59
0,0,0,1,0,2,0,0,0,0,0,0,0,25
12.7,12700000,7,1,0,1,1,1.2041199827,16,0,0,0,0,25
73.2,73200000,8,4,1,8,0,1.3424226808,22,0,0,1,0,25
3.5,3500000,7,2,0,8,0,0.6020599913,4,0,1,0,0,25
57.7,57700000,8,3,0,5,11,0.3010299957,2,3,0,1,0,1014
0,0,0,1,1,19,0,0,0,0,0,1,0,25
148.377171,148377171,8,6,0,9,1,1.7075701761,51,4,0,0,0,25
28.3,28300000,7,1,0,4,1,1.4771212547,30,0,0,0,0,25
1,1000000,6,1,0,2,1,0,1,0,0,0,0,25
65.1,65100000,8,2,0,2,1,0.6989700043,5,0,0,1,0,25
36.14,36140000,8,1,0,1,4,0.4771212547,3,0,0,1,0,25
6.5,6500000,7,1,0,1,1,0.4771212547,3,0,0,0,0,25
0.012,12000,4,3,0,4,3,0.6989700043,5,0,0,1,0,30
0.012,12000,4,1,0,4,2,0.6020599913,4,0,0,0,0,28
26,26000000,7,1,0,2,1,0.3010299957,2,0,1,0,0,25
0,0,0,1,0,15,0,0,0,3,0,0,0,25
0,0,0,1,1,7,2,1.278753601,19,0,1,0,1,25
0,0,0,1,0,1,6,0.6989700043,5,0,0,0,0,25
0,0,0,1,0,3,6,0.6989700043,5,1,0,0,0,25
12.4,12400000,7,1,0,1,2,0.84509804,7,0,1,0,0,25
1.5,1500000,6,4,0,4,1,0,0,0,0,0,0,25
0,0,0,1,0,1,1,0,0,0,0,0,0,25
0,0,0,1,0,2,1,0.6989700043,5,0,0,0,0,25
25,25000000,7,4,0,9,1,1.079181246,12,0,0,0,0,35
2.25,2250000,6,1,1,13,1,0.4771212547,3,1,0,0,1,25
0,0,0,3,0,4,2,1.0413926852,11,0,0,0,0,25
0,0,0,1,0,5,0,0,0,0,0,1,0,25
0,0,0,1,0,6,0,0,0,0,0,0,0,25
1,1000000,6,3,0,12,1,0.4771212547,3,0,0,0,0,25
12.699985,12699985,7,3,0,4,1,0.6989700043,5,0,0,1,0,25
7.428,7428000,7,3,0,5,1,0.9542425094,9,0,0,0,0,25
0,0,0,2,1,7,0,0.9542425094,9,0,0,0,0,25
8.5,8500000,7,7,1,31,0,1.1461280357,14,20,1,0,0,25
161,161000000,8,1,1,4,0,2,100,10,1,0,0,25
0,0,0,1,0,1,1,0,1,0,0,0,0,25
40.75,40750000,8,3,1,4,4,1.5185139399,33,0,0,0,1,25
48.913,48913000,8,2,1,9,7,1.6334684556,43,0,0,1,0,25
0,0,0,2,0,7,6,0,0,0,1,0,0,25
0,0,0,1,0,2,1,0.4771212547,3,0,0,0,0,25
142.799,142799000,8,1,0,2,1,0.84509804,7,0,0,0,0,25
0.015,15000,4,1,0,3,1,0.3010299957,2,0,1,0,1,25
0.015,15000,4,1,0,3,1,0.3010299957,2,0,1,0,0,25
2.09492,2094920,6,3,0,4,0,1.6020599913,40,0,0,0,0,25
2.09492,2094920,6,4,0,10,0,1.6020599913,40,0,0,0,0,25
1.915,1915000,6,1,1,11,1,0.4771212547,3,0,0,1,0,25
1.61,1610000,6,4,0,5,2,0.4771212547,3,0,0,0,0,32
0.21,210000,5,1,1,5,2,0,1,0,0,0,0,25
0,0,0,1,1,2,0,0,0,0,0,0,0,25
0.015,15000,4,1,0,3,3,0,1,0,0,0,0,25
0.015,15000,4,1,0,1,3,0,1,0,0,0,0,25
15.045117,15045117,7,4,1,8,4,1.8260748027,67,0,0,1,0,30
0.415,415000,6,1,0,1,1,0.9542425094,9,0,0,0,0,25
0.415,415000,6,1,0,2,1,0.9542425094,9,0,0,0,0,25
0.455,455000,6,1,0,3,1,0.7781512504,6,0,0,0,0,25
1.039988,1039988,6,3,0,3,1,1,10,0,1,0,0,30
0.015,15000,4,1,0,1,0,0.7781512504,6,0,0,0,0,25
0.515,515000,6,2,1,10,0,0.9542425094,9,0,1,1,0,25
0.015,15000,4,2,0,8,0,1.1139433523,13,0,1,0,0,25
1107.215,1107215000,9,3,1,6,2,2.1553360375,143,5,1,0,0,25
1107.215,1107215000,9,1,0,1,2,2.1461280357,140,0,0,0,0,29
0.889999,889999,6,3,0,3,3,0.3010299957,2,0,0,0,0,25
0.889999,889999,6,1,0,2,3,0.3010299957,2,0,0,0,0,25
0.889999,889999,6,1,1,5,3,0.3010299957,2,0,0,0,0,25
0,0,0,2,0,2,0,0,0,0,0,1,1,25
2.515,2515000,6,1,0,1,3,1,10,0,0,0,0,25
0,0,0,1,1,10,0,1.2041199827,16,1,0,0,0,74
0,0,0,2,1,36,0,0.6020599913,4,5,1,0,0,63
0,0,0,2,1,11,0,1.361727836,23,15,1,0,0,59
25.1,25100000,7,1,0,1,116,3.6638892986,4612,3,1,0,1,25
13,13000000,7,1,0,5,0,0,0,0,0,1,0,49
33.5,33500000,8,2,1,8,1,1.5682017241,37,4,0,1,0,25
0,0,0,3,1,4,1,1.3424226808,22,9,1,0,1,25
8,8000000,7,4,0,10,1,1.2552725051,18,0,1,0,0,41
69.5,69500000,8,3,1,12,1,1.3010299957,20,81,1,0,0,25
8,8000000,7,1,0,5,1,1.2552725051,18,16,0,0,0,37
0,0,0,1,0,3,1,0.4771212547,3,0,0,0,0,25
0,0,0,3,0,3,1,0.6020599913,4,0,0,0,0,25
5.7,5700000,7,1,1,7,1,0.903089987,8,6,0,0,0,25
5.7,5700000,7,2,0,2,3,1.3802112417,24,2,0,1,0,25
5.7,5700000,7,1,1,3,1,0.903089987,8,0,0,0,0,25
0.05,50000,5,2,1,3,2,1.2304489214,17,0,0,0,0,25
0,0,0,2,1,7,0,0,1,48,0,1,0,56
22,22000000,7,2,1,7,7,2.751279104,564,0,0,1,0,48
0,0,0,1,0,1,2,2.7101173651,513,0,0,0,0,39
74.675009,74675009,8,3,1,8,6,2.7218106152,527,2,0,0,0,25
5.75,5750000,7,2,0,2,2,0.6989700043,5,0,0,0,0,25
5.75,5750000,7,1,0,1,2,0.6989700043,5,0,0,0,0,25
30,30000000,7,1,0,3,0,0.6020599913,4,0,0,0,0,25
30,30000000,7,1,0,2,0,0.6020599913,4,4,0,0,0,25
12.3,12300000,7,4,0,5,1,0.84509804,7,1,0,0,0,45
0,0,0,1,0,2,4,0,0,0,0,0,0,25
4,4000000,7,1,1,2,3,1.6020599913,40,0,0,1,0,36
0,0,0,2,1,12,0,1.414973348,26,0,0,0,0,25
9.7,9700000,7,1,1,3,0,0,0,0,0,0,0,25
26.5,26500000,7,1,1,2,1,0.7781512504,6,0,0,0,0,25
26.5,26500000,7,1,0,1,1,0.7781512504,6,0,0,0,0,25
0,0,0,1,0,2,0,0,0,0,0,0,0,25
3.8451,3845100,7,1,1,4,2,1.1139433523,13,5,0,0,0,25
0,0,0,1,0,9,0,0,0,0,0,1,0,25
25.107724,25107724,7,1,0,2,3,1.3802112417,24,2,0,0,0,25
25.107724,25107724,7,1,0,2,3,1.3802112417,24,1,0,0,0,25
0,0,0,1,1,7,0,0,1,0,1,0,0,25
0,0,0,1,0,4,0,0,1,0,0,1,0,25
163.6,163600000,8,2,1,9,0,0,1,0,1,0,0,25
8.5,8500000,7,1,1,10,3,0.7781512504,6,0,0,0,0,25
8.5,8500000,7,1,0,1,3,0.7781512504,6,0,0,0,0,25
8.5,8500000,7,1,0,1,3,0.7781512504,6,0,0,0,0,25
8.5,8500000,7,1,0,1,3,0.7781512504,6,0,0,0,0,25
56.628771,56628771,8,1,0,1,1,1.1461280357,14,0,0,0,0,25
0.26,260000,5,3,1,19,0,1.079181246,12,8,0,0,0,25
48.1095,48109500,8,4,1,8,0,1.079181246,12,0,0,1,0,43
0,0,0,1,0,1,1,0,0,0,0,0,0,25
9,9000000,7,1,0,1,1,1.3222192947,21,0,0,0,0,25
0,0,0,2,0,6,0,0,0,0,0,0,0,25
0,0,0,1,0,2,0,0,0,0,0,1,0,25
343.47,343470000,9,1,0,1,1,1.4313637642,27,0,0,0,0,25
0,0,0,1,1,11,0,0,0,0,1,0,0,25
6.7,6700000,7,2,1,14,0,0.4771212547,3,0,0,0,0,25
0,0,0,1,0,1,0,0.3010299957,2,0,0,0,0,25
0,0,0,1,0,1,0,0,0,0,0,0,0,25
0,0,0,1,0,1,0,0,0,0,0,0,0,25
0,0,0,1,0,1,0,0,0,0,0,0,0,25
0,0,0,1,1,4,0,0.84509804,7,0,0,1,0,25
0,0,0,1,1,23,0,0,0,0,0,0,0,25
28,28000000,7,2,0,2,4,0,1,0,0,0,0,25
14,14000000,7,1,0,1,4,0,0,0,0,0,0,25
18,18000000,7,3,1,6,0,1.1139433523,13,1,0,0,0,25
10.5,10500000,7,2,0,8,0,1.1139433523,13,0,0,1,0,25
0,0,0,3,0,8,0,0,0,0,1,0,1,25
8.65,8650000,7,1,0,1,0,0,0,0,0,0,0,25
0,0,0,1,0,4,0,0,0,0,1,0,0,25
0,0,0,1,0,1,0,0,0,0,0,0,0,25
0,0,0,1,0,1,0,0,0,0,0,0,0,25
57.45,57450000,8,4,0,6,0,1.4623979979,29,2,0,0,1,25
0,0,0,1,0,9,0,0,0,0,0,1,1,25
57.45,57450000,8,1,1,7,0,1.361727836,23,0,0,0,0,44
0,0,0,1,0,1,1,0,1,0,0,0,0,25
0,0,0,1,1,10,0,0,0,0,1,0,0,25
0,0,0,2,0,2,3,0,1,0,0,0,0,25
0,0,0,1,1,4,0,0.4771212547,3,4,0,0,0,25
0,0,0,1,1,6,0,1.5051499783,32,3,0,1,0,25
0,0,0,1,0,1,0,0,0,0,0,0,0,25
0,0,0,1,0,5,0,0,0,0,0,0,0,25
77.25,77250000,8,2,0,3,0,0.6989700043,5,11,0,0,0,25
0,0,0,2,0,9,0,0,0,0,1,1,1,25
0,0,0,2,1,10,0,0,1,0,1,0,0,25
20.3,20300000,7,1,1,12,0,0.4771212547,3,2,0,0,0,25
60.979278,60979278,8,2,1,3,0,0.7781512504,6,0,0,0,0,25
49.500019,49500019,8,2,0,2,0,0.6020599913,4,1,0,0,0,25
6,6000000,7,1,0,2,0,0,0,0,0,0,0,25
0,0,0,1,1,2,0,0,0,0,1,1,0,25
9.6,9600000,7,1,1,7,0,0.6020599913,4,0,0,0,0,25
9.45,9450000,7,1,1,5,6,0.3010299957,2,1,0,0,0,25
6.1,6100000,7,2,1,3,1,0.3010299957,2,0,0,0,0,25
0,0,0,3,1,13,0,0,0,1,0,0,0,25
0,0,0,2,0,5,0,0,0,1,0,0,1,25
111,111000000,8,1,0,3,1,0.903089987,8,0,1,1,0,25
111,111000000,8,3,0,7,1,0.903089987,8,0,0,0,0,25
111,111000000,8,1,0,5,1,0.903089987,8,0,0,0,0,25
0,0,0,2,0,3,1,0.6989700043,5,0,0,0,0,25
0,0,0,4,0,7,1,0.6020599913,4,0,0,0,0,34
0,0,0,2,0,4,1,0,0,0,0,0,0,25
0,0,0,2,0,2,1,0.6989700043,5,0,0,0,0,25
49,49000000,8,1,0,5,1,1.1760912591,15,0,1,0,0,25
0,0,0,2,1,5,0,0.4771212547,3,3,0,0,0,25
5,5000000,7,1,1,4,1,0.4771212547,3,0,0,0,0,25
0,0,0,1,0,3,0,0,0,0,0,0,0,25
113,113000000,8,2,0,3,2,0.6989700043,5,0,0,0,0,25
1,1000000,6,1,0,1,1,0.7781512504,6,0,0,0,0,25
0,0,0,1,1,6,0,0,0,0,0,1,0,25
0,0,0,1,0,6,0,0,0,0,0,0,0,25
0,0,0,1,1,17,1,0,0,0,0,1,0,43
55.7,55700000,8,6,1,14,21,2.5611013836,364,19,0,0,0,37
0,0,0,1,0,3,0,0,0,0,0,0,0,25
0,0,0,1,1,25,0,0,1,0,1,0,0,25
0,0,0,1,1,14,0,0,1,0,1,0,1,25
0,0,0,1,1,6,0,0.3010299957,2,0,0,1,0,25
4.58418,4584180,7,1,1,2,0,1.3222192947,21,0,0,0,0,25
4.58418,4584180,7,1,0,1,0,1.3222192947,21,0,0,0,0,25
0,0,0,2,0,3,0,0,0,0,0,0,0,25
0,0,0,1,1,4,0,0,0,0,1,1,0,25
0,0,0,1,1,3,0,0,0,0,0,0,0,25
6.3,6300000,7,1,0,5,1,0.3010299957,2,0,0,1,0,25
6.3,6300000,7,1,0,1,1,0.3010299957,2,0,0,0,0,25
1,1000000,6,2,0,2,1,0.3010299957,2,0,0,0,0,25
1,1000000,6,1,0,1,1,0.3010299957,2,0,0,0,0,25
0,0,0,1,0,1,1,0.3010299957,2,0,0,0,0,25
1,1000000,6,2,0,2,0,1.5051499783,32,0,0,0,0,25
7.51,7510000,7,1,1,3,2,0.7781512504,6,0,1,0,1,25
7.51,7510000,7,1,0,1,2,0.7781512504,6,0,0,0,0,25
6.5,6500000,7,1,0,1,0,0,0,0,0,0,0,25
27.132127,27132127,7,1,0,3,1,1.7923916895,62,4,0,0,0,34
46.8,46800000,8,4,0,8,0,1.982271233,96,5,1,0,0,25
0,0,0,2,1,11,0,0,0,1,0,1,0,46
5.675,5675000,7,1,1,15,2,0.4771212547,3,3,0,0,0,25
0,0,0,1,0,3,1,0.3010299957,2,0,0,0,0,25
0,0,0,1,0,1,1,0.3010299957,2,0,0,0,0,25
1.1,1100000,6,2,0,3,2,1.1139433523,13,2,0,0,0,25
20.3,20300000,7,7,1,15,5,1.6434526765,44,7,0,0,0,25
3.2,3200000,7,1,0,3,0,0,0,0,0,0,0,25
10,10000000,7,1,0,1,3,1.4623979979,29,0,0,0,0,25
8.3924,8392400,7,4,1,44,1,1.7923916895,62,8,0,0,0,44
0,0,0,1,1,6,1,0.4771212547,3,3,0,0,0,25
19.65,19650000,7,2,1,7,1,0,1,1,0,0,0,25
2.925,2925000,6,5,0,5,3,1.0413926852,11,0,0,1,0,36
8,8000000,7,2,0,9,0,0.3010299957,2,0,0,0,1,25
69.426794,69426794,8,1,0,2,4,1.361727836,23,0,1,0,0,25
69.426794,69426794,8,1,0,2,4,1.361727836,23,0,1,0,0,25
0,0,0,2,1,4,1,1.4913616938,31,1,0,0,0,45
0,0,0,1,0,1,1,1.4913616938,31,0,1,0,0,25
101.06,101060000,8,2,1,5,1,0.3010299957,2,1,1,0,1,52
40.3,40300000,8,2,0,4,0,0.4771212547,3,0,0,0,0,25
40.3,40300000,8,1,0,4,0,0.4771212547,3,0,0,1,0,25
40.3,40300000,8,1,1,4,0,0.4771212547,3,0,0,0,0,25
7.1,7100000,7,1,0,1,2,0.9542425094,9,0,0,0,0,25
2.5,2500000,6,3,0,3,2,0.9542425094,9,0,0,1,0,25
7,7000000,7,1,0,2,0,0.4771212547,3,0,0,0,0,25
1,1000000,6,2,0,5,2,0.9542425094,9,1,1,1,0,25
0.45,450000,6,1,0,1,2,0.4771212547,3,0,0,0,0,25
0.45,450000,6,2,0,4,2,0.4771212547,3,0,0,0,0,25
13.3235,13323500,7,1,1,6,0,0.3010299957,2,27,1,1,0,25
12.74,12740000,7,4,1,14,1,1.0413926852,11,15,0,1,0,25
0,0,0,2,1,21,0,0,0,3,1,1,1,25
0,0,0,3,1,6,0,0,0,1,0,0,0,25
0.085,85000,5,1,1,5,0,0,0,1,1,0,0,39
0,0,0,1,0,3,0,0,1,1,1,0,0,25
50,50000000,8,4,0,8,0,1.3222192947,21,0,0,0,0,25
12.8,12800000,7,1,0,1,1,1.2552725051,18,0,0,0,0,25
12.8,12800000,7,1,0,1,1,1.2552725051,18,0,0,0,0,25
12.8,12800000,7,1,0,2,1,1.2552725051,18,0,0,0,0,25
0,0,0,1,0,1,1,1.0413926852,11,0,0,0,0,25
0,0,0,1,0,10,1,1.0413926852,11,0,0,0,0,25
0,0,0,1,1,6,1,1.0413926852,11,1,0,0,0,25
18.8,18800000,7,3,1,5,2,0.6989700043,5,0,0,0,0,25
18.8,18800000,7,2,0,2,2,0.6989700043,5,0,0,0,0,25
9.4,9400000,7,1,0,1,2,0,0,0,0,0,0,25
28.7,28700000,7,3,1,9,0,1.3222192947,21,2,0,1,0,35
33,33000000,8,1,0,1,1,1.3979400087,25,0,1,0,0,25
33,33000000,8,1,0,1,1,1.3979400087,25,1,1,0,0,25
33,33000000,8,1,0,2,1,1.3979400087,25,0,0,0,0,25
34,34000000,8,2,1,6,8,1.8129133566,65,10,0,1,0,35
22,22000000,7,7,1,21,6,1.8388490907,69,29,0,0,0,25
0,0,0,1,0,3,0,0,0,0,0,0,0,25
2,2000000,6,1,0,1,2,1.0413926852,11,0,0,0,0,25
2.15,2150000,6,2,0,2,2,1.0413926852,11,1,0,0,0,25
2,2000000,6,1,0,1,2,1.0413926852,11,0,0,0,0,25
34.6,34600000,8,1,1,2,0,1.079181246,12,1,0,0,0,25
34.6,34600000,8,1,0,1,0,1.079181246,12,0,0,0,0,25
30,30000000,7,1,0,2,1,1.5563025008,36,1,0,0,0,25
3.215965,3215965,7,1,0,2,0,0,0,0,0,0,0,42
17.4,17400000,7,2,0,4,0,1.0413926852,11,0,0,1,0,25
30,30000000,7,1,0,3,1,1.5563025008,36,0,1,0,0,25
30,30000000,7,1,0,1,1,1.5563025008,36,0,1,0,0,25
0,0,0,3,0,9,0,0,0,0,0,1,0,25
0,0,0,3,0,6,2,0.6989700043,5,0,0,0,0,25
482.999995,482999995,9,1,0,2,3,1.079181246,12,5,1,0,0,25
0,0,0,1,0,2,0,0,0,0,1,0,0,25
41,41000000,8,2,0,2,1,0,1,0,0,0,0,25
0,0,0,3,0,7,0,0,0,0,0,0,0,25
0,0,0,1,1,2,2,0.3010299957,2,0,0,0,0,25
21,21000000,7,3,1,6,1,1.3010299957,20,0,0,0,0,25
21,21000000,7,2,0,2,1,1.079181246,12,0,0,0,0,25
32.5,32500000,8,5,1,21,2,1.1461280357,14,2,0,0,0,42
32.5,32500000,8,1,0,1,2,1.1461280357,14,0,0,0,0,25
32,32000000,8,1,0,1,1,0.903089987,8,0,0,0,0,25
4.3,4300000,7,2,1,11,0,0,1,2,0,0,0,25
0.75,750000,6,5,1,20,0,1.8750612634,75,10,0,1,0,25
16.5,16500000,7,1,1,4,3,1.806179974,64,0,0,0,0,25
13.335758,13335758,7,4,1,10,1,0.4771212547,3,2,0,0,0,25
0,0,0,2,0,4,0,0.3010299957,2,1,0,0,0,25
62.7,62700000,8,2,1,4,3,1.1760912591,15,2,0,0,0,25
0,0,0,2,0,4,1,1.079181246,12,0,0,0,0,25
190.62798,190627980,8,4,1,11,12,2.0128372247,103,16,1,1,0,25
96.62798,96627980,8,1,0,1,5,1.7558748557,57,2,0,1,0,25
3.5,3500000,7,1,1,4,2,1.278753601,19,1,0,0,0,25
19.25,19250000,7,1,0,1,3,0.3010299957,2,0,0,0,0,25
3.762066,3762066,7,1,0,2,1,0.6020599913,4,0,0,0,0,25
48.9,48900000,8,1,0,2,2,1.0413926852,11,0,0,0,0,50
48.9,48900000,8,1,0,4,2,1.0413926852,11,0,0,0,0,25
0,0,0,1,0,2,0,0.3010299957,2,1,0,0,0,25
6.45764,6457640,7,1,0,4,0,0,1,0,0,0,0,25
44,44000000,8,3,0,4,3,0.903089987,8,0,1,0,1,25
44,44000000,8,1,0,2,3,0.903089987,8,0,1,0,1,25
5.7,5700000,7,1,0,3,0,0.3010299957,2,0,1,0,0,25
90,90000000,8,1,1,3,0,1.414973348,26,17,0,0,0,25
8.6,8600000,7,2,0,7,4,1.6127838567,41,29,0,1,0,25
6,6000000,7,2,1,9,3,0.3010299957,2,6,1,0,0,46
4,4000000,7,2,0,6,1,0.7781512504,6,0,0,1,0,25
46.3,46300000,8,2,0,2,1,1.414973348,26,0,0,0,0,25
202.699999,202699999,8,3,1,8,1,1,10,0,0,1,0,25
0,0,0,3,1,38,0,2.0718820073,118,78,1,0,0,48
0,0,0,1,1,7,0,0,0,1,0,1,0,25
0.25,250000,5,1,0,1,1,0,1,0,0,0,0,25
1.6,1600000,6,1,0,2,1,0.6989700043,5,0,0,0,0,25
2.5,2500000,6,1,0,1,1,0.4771212547,3,0,0,0,0,25
2.5,2500000,6,2,0,2,1,0.4771212547,3,0,0,0,0,25
7.1,7100000,7,1,0,3,1,0.6020599913,4,0,0,0,0,25
56,56000000,8,2,0,4,0,2.2380461031,173,2,1,0,0,25
15,15000000,7,1,0,1,4,0.3010299957,2,0,0,0,0,25
15,15000000,7,1,0,2,4,0.3010299957,2,0,0,0,0,25
10,10000000,7,1,0,4,1,0,0,0,0,0,1,25
10,10000000,7,1,0,3,1,0,0,0,1,0,0,25
0,0,0,1,0,6,0,0,0,0,0,0,0,25
0,0,0,1,0,10,0,0,0,0,0,0,0,25
0,0,0,2,0,9,0,0,0,0,0,0,0,25
10.5,10500000,7,2,1,19,0,0,1,1,0,0,0,25
0,0,0,1,1,18,0,0,0,7,0,1,0,25
0,0,0,3,0,7,0,0,0,1,0,0,0,25
12,12000000,7,1,0,1,1,0,0,0,0,0,0,25
12,12000000,7,1,0,1,1,0,0,0,0,0,0,25
0,0,0,3,0,6,0,0.6989700043,5,0,1,0,0,41
14.5,14500000,7,1,1,19,2,1.2041199827,16,3,1,0,1,25
14.5,14500000,7,3,0,5,2,1.2041199827,16,1,0,0,0,25
14.5,14500000,7,2,0,5,2,1.2041199827,16,1,1,0,1,25
59,59000000,8,1,0,4,0,0,1,11,1,0,0,25
0,0,0,1,1,7,0,0,0,1,1,0,0,25
3.74744,3747440,7,9,0,10,3,0,1,1,0,0,0,32
12,12000000,7,5,0,8,0,1.6812412374,48,4,0,0,0,25
9.99,9990000,7,1,1,16,0,0.3010299957,2,52,0,0,0,25
277.329,277329000,8,3,1,28,6,1.8920946027,78,18,0,0,0,25
20,20000000,7,2,0,5,1,2.206825876,161,1,1,0,1,25
5,5000000,7,1,0,3,1,2.2041199827,160,0,1,0,1,25
