m_fr_sum,fr_sum,log_fr_sum,serial_num,vp_exp_dummy,num_comp_exp,product_num,log_num_news,num_news,inv_num,cs_dummy,biz_dummy,master_dummy,age
5,5000000,7,1,0,2,1,2.2041199827,160,4,1,0,0,25
32.519999,32519999,8,2,1,5,1,1.3010299957,20,0,1,0,1,25
116.119999,116119999,8,3,0,5,1,1.361727836,23,0,0,0,0,25
27.3,27300000,7,1,0,1,0,0.3010299957,2,0,0,0,0,25
27.3,27300000,7,1,0,1,0,0.3010299957,2,0,0,0,0,25
0,0,0,1,0,1,0,0.6020599913,4,0,0,0,0,41
0,0,0,1,0,1,0,0.6020599913,4,0,0,0,0,45
0,0,0,2,0,3,4,0.6989700043,5,0,1,1,0,25
0,0,0,1,0,2,1,0.4771212547,3,1,0,0,0,25
157.224427,157224427,8,6,1,9,4,2.1430148003,139,9,0,0,0,34
0,0,0,3,0,4,0,0,0,0,0,0,0,25
0,0,0,3,0,11,0,0,0,0,0,0,0,25
10.497161,10497161,7,2,0,3,2,0,0,0,0,0,0,25
3,3000000,6,1,0,2,1,0.3010299957,2,3,0,0,0,25
3,3000000,6,1,0,1,1,0.3010299957,2,0,0,0,0,25
0,0,0,1,0,1,3,0.6989700043,5,0,0,0,0,25
0,0,0,1,0,1,3,0.6989700043,5,0,0,0,0,25
71.7358,71735800,8,2,1,6,2,1.1461280357,14,12,0,1,0,25
9.08,9080000,7,1,0,3,0,0,0,0,0,0,0,25
9.08,9080000,7,1,0,4,0,0,0,0,0,0,0,41
0,0,0,2,1,7,0,0,0,0,0,0,0,25
53.2,53200000,8,3,1,4,2,1.84509804,70,0,0,0,0,25
0,0,0,2,1,4,0,0,0,5,0,0,0,25
0,0,0,2,1,7,0,0,1,0,0,0,0,25
0,0,0,1,1,11,0,0.3010299957,2,0,0,0,0,25
0,0,0,1,1,5,0,0,0,4,0,0,0,25
17.9,17900000,7,1,0,1,1,1.3222192947,21,0,0,0,0,25
17.9,17900000,7,1,0,1,1,1.3222192947,21,0,0,0,0,25
0.9,900000,6,1,0,3,1,0.4771212547,3,0,0,1,0,25
0.9,900000,6,1,0,1,1,0.4771212547,3,0,0,0,0,25
0.9,900000,6,1,0,3,1,0.4771212547,3,0,0,0,0,25
24.1,24100000,7,5,1,19,0,1.4313637642,27,81,1,1,0,25
16,16000000,7,1,1,4,7,1.9242792861,84,5,0,0,0,42
60,60000000,8,1,0,1,2,1.1461280357,14,0,0,0,0,25
60,60000000,8,1,0,1,2,1.1461280357,14,0,0,0,0,25
63.75,63750000,8,2,0,2,2,1.2041199827,16,0,0,0,0,25
36.32,36320000,8,2,1,4,3,1.6127838567,41,6,0,0,0,25
13.891146,13891146,7,3,1,5,0,0,0,2,0,0,0,25
1.9,1900000,6,1,0,4,1,0.4771212547,3,1,0,1,0,25
56.351387,56351387,8,1,0,8,5,1.7242758696,53,0,0,1,0,46
54.15,54150000,8,5,1,10,1,1.8129133566,65,4,1,0,0,25
22.1,22100000,7,1,0,1,1,1.0413926852,11,1,0,0,0,25
208.5,208500000,8,3,1,4,3,2.8937617621,783,13,1,0,0,25
0,0,0,3,1,11,1,0.6989700043,5,2,0,0,0,25
0,0,0,1,0,1,1,0.4771212547,3,0,0,0,0,25
0,0,0,4,0,6,0,0,0,0,0,1,0,25
0,0,0,1,0,1,1,0.6989700043,5,0,0,0,0,25
111.9499,111949900,8,2,1,4,0,1.4471580313,28,1,0,0,0,25
111.9499,111949900,8,1,0,3,0,1.4471580313,28,1,0,0,0,25
3,3000000,6,1,0,3,0,0,0,0,0,0,0,25
17.807,17807000,7,2,0,6,0,0.4771212547,3,0,0,1,0,25
2.55,2550000,6,1,0,3,2,0.6989700043,5,0,0,1,0,25
66.81624,66816240,8,2,0,4,2,0.84509804,7,0,1,0,1,25
66.81624,66816240,8,2,0,6,2,0.84509804,7,0,1,0,1,25
14,14000000,7,2,0,3,2,1.1139433523,13,1,0,0,0,25
21.55,21550000,7,1,0,4,2,0.9542425094,9,0,0,0,0,25
0,0,0,1,1,6,0,0,0,0,0,0,0,25
0,0,0,2,0,6,0,0,1,1,0,0,0,25
5.25,5250000,7,1,0,3,0,0,0,0,0,1,0,25
14,14000000,7,1,0,6,0,0,1,1,0,0,0,25
12,12000000,7,1,1,32,0,0.7781512504,6,0,1,0,1,25
0,0,0,1,1,15,0,1.748188027,56,1,0,0,0,25
0,0,0,1,1,20,0,1.8692317197,74,3,0,0,0,25
317.3,317300000,9,3,1,9,15,1.7993405495,63,34,0,0,0,30
3.5,3500000,7,2,1,10,1,1.8512583487,71,0,1,0,0,45
200.5375,200537500,8,5,1,39,4,1.9684829486,93,2,0,1,0,25
3.4,3400000,7,2,0,5,1,0.6020599913,4,0,0,1,0,25
0,0,0,2,0,2,1,0.7781512504,6,0,1,0,0,25
60.5,60500000,8,1,1,6,3,0.6020599913,4,1,0,0,0,25
60.5,60500000,8,1,0,3,3,0.6020599913,4,0,1,0,0,25
0,0,0,1,1,8,0,0,0,3,0,0,0,25
30.6,30600000,7,6,1,9,1,1.6127838567,41,2,1,0,0,45
24,24000000,7,1,1,7,0,1.8633228601,73,0,1,0,1,25
26.28045,26280450,7,3,1,8,0,1.8633228601,73,0,1,0,1,25
24,24000000,7,1,1,8,0,1.8633228601,73,0,0,0,1,25
65,65000000,8,1,0,1,0,1.2041199827,16,0,0,0,0,25
65,65000000,8,1,0,3,0,1.2041199827,16,0,0,0,0,25
65,65000000,8,1,0,1,0,1.2041199827,16,0,0,0,0,25
0,0,0,2,1,18,0,0.7781512504,6,4,0,0,0,25
0,0,0,1,0,1,0,1.1139433523,13,0,0,0,0,25
0,0,0,1,0,1,0,1.1139433523,13,0,0,0,0,25
0,0,0,1,0,2,0,0,1,0,0,0,0,25
0,0,0,1,0,2,0,0,1,0,0,0,0,25
51.1,51100000,8,2,0,4,4,0.9542425094,9,2,0,0,1,25
58.5,58500000,8,4,0,5,1,1.3222192947,21,0,0,0,0,25
58.5,58500000,8,1,1,2,1,1.3222192947,21,1,0,0,0,25
8.5,8500000,7,2,0,3,1,1,10,0,0,0,0,25
4.55,4550000,7,1,0,4,0,0,0,0,1,0,0,25
0,0,0,3,0,4,1,0,1,0,0,0,0,25
0,0,0,1,0,1,1,0,1,0,0,0,0,25
0,0,0,2,1,7,0,0,0,8,0,0,0,25
3.5,3500000,7,1,0,1,2,0.6989700043,5,0,0,0,0,25
22,22000000,7,3,1,17,2,1.2552725051,18,0,0,0,0,25
0,0,0,1,0,2,0,0.903089987,8,0,0,0,0,25
17.12976,17129760,7,5,0,9,0,0.84509804,7,0,0,0,0,25
2.5,2500000,6,2,1,1,1,0.7781512504,6,0,1,0,0,25
71.189,71189000,8,4,0,6,1,1.079181246,12,1,0,0,0,25
5.798482,5798482,7,1,0,7,1,1.3010299957,20,1,0,1,0,25
5.798482,5798482,7,1,0,4,1,1.3010299957,20,0,1,0,0,25
25.484268,25484268,7,2,1,3,1,0,1,0,0,0,0,25
1,1000000,6,1,0,5,0,0,1,0,1,1,0,46
1,1000000,6,1,0,2,0,0,1,0,0,0,0,25
0,0,0,1,0,2,0,0,0,0,0,0,0,25
48.5,48500000,8,1,0,1,2,0.7781512504,6,0,0,0,0,25
48.5,48500000,8,1,0,1,2,0.7781512504,6,0,0,0,0,25
6.4,6400000,7,1,0,2,0,0,0,0,0,0,0,25
64,64000000,8,5,0,5,6,1.079181246,12,0,1,0,0,25
32,32000000,8,1,0,6,3,0.7781512504,6,0,1,0,0,25
0,0,0,1,1,5,0,0,0,0,0,1,0,25
0.018,18000,4,1,1,4,0,0,0,0,0,0,0,25
0,0,0,1,0,1,1,0.4771212547,3,0,0,0,0,25
0,0,0,1,0,1,1,0.4771212547,3,0,0,0,0,25
0.748678,748678,6,1,0,3,0,0,0,0,0,0,0,25
29.912504,29912504,7,3,0,4,2,1.3802112417,24,2,0,0,0,44
0,0,0,5,1,20,0,1.7708520116,59,5,0,0,0,25
0,0,0,1,1,8,0,0,0,0,0,0,0,50
73.288,73288000,8,5,1,14,12,2.1335389084,136,2,1,0,0,25
1.4,1400000,6,1,0,3,0,0,1,1,0,0,0,25
0,0,0,2,1,8,0,0.3010299957,2,2,1,0,1,25
48,48000000,8,3,0,4,4,0.9542425094,9,5,1,1,1,25
21.936432,21936432,7,2,1,5,1,0.9542425094,9,5,0,0,0,25
58.685837,58685837,8,2,1,5,2,0.3010299957,2,0,0,0,1,25
8.755,8755000,7,1,0,2,0,0,0,0,0,0,0,25
130.868275,130868275,8,1,0,3,0,0,0,0,0,0,0,25
130.868275,130868275,8,1,0,3,0,0,0,0,0,1,0,25
130.868275,130868275,8,1,0,2,0,0,0,0,0,0,0,25
0,0,0,2,0,4,0,0,0,0,0,0,0,25
15.5,15500000,7,2,0,6,2,1.1760912591,15,6,0,0,0,25
0,0,0,2,1,13,0,0,0,1,0,1,0,47
134,134000000,8,2,1,3,0,0.9542425094,9,2,0,0,0,25
0,0,0,1,0,4,0,0,0,0,0,0,0,25
44.5,44500000,8,2,0,7,0,0.6020599913,4,3,0,0,0,25
0,0,0,2,0,7,4,0.3010299957,2,0,1,0,0,43
8,8000000,7,2,0,2,3,0.6989700043,5,0,0,0,0,59
10.5,10500000,7,1,0,3,1,1.591064607,39,0,1,0,0,25
10.5,10500000,7,1,0,1,1,1.591064607,39,0,0,0,0,25
1,1000000,6,1,1,8,1,1.1461280357,14,0,1,0,0,25
1,1000000,6,1,0,1,1,1.1461280357,14,0,0,0,0,25
79.513726,79513726,8,3,0,4,4,1.7993405495,63,0,0,0,0,25
9.3,9300000,7,2,0,5,1,0.7781512504,6,1,1,0,0,25
9.3,9300000,7,2,0,2,1,0.7781512504,6,0,0,0,0,25
1000,1000000000,9,2,1,12,7,2.6190933306,416,19,0,0,0,25
14,14000000,7,2,0,5,2,1.0413926852,11,0,0,1,0,25
14,14000000,7,2,0,4,2,1.0413926852,11,0,0,0,0,25
14,14000000,7,2,0,4,2,1.0413926852,11,0,1,1,0,39
0,0,0,1,0,2,0,0.6020599913,4,0,0,0,0,25
0,0,0,1,1,52,0,0,0,17,0,0,0,46
22.4,22400000,7,1,0,6,1,1,10,0,1,0,0,25
22.4,22400000,7,1,0,2,1,1,10,0,0,0,0,25
1.24999,1249990,6,2,0,2,1,0,1,0,0,0,0,25
1.6,1600000,6,2,0,3,0,0,0,0,0,0,0,25
0,0,0,1,1,2,0,0,0,0,0,0,0,25
33.632,33632000,8,1,0,1,1,0.3010299957,2,0,0,0,0,25
4.6951,4695100,7,1,0,3,0,1,10,1,0,0,0,38
6.6951,6695100,7,3,0,4,0,1,10,0,0,0,0,45
25.2,25200000,7,2,0,4,2,0.9542425094,9,0,0,1,0,25
0,0,0,2,0,10,1,0.6020599913,4,0,0,1,1,25
8,8000000,7,2,1,7,52,2.9242792861,840,14,0,0,1,50
0,0,0,4,0,6,4,1.079181246,12,0,1,1,1,25
0,0,0,1,0,1,1,0.84509804,7,0,0,0,0,25
1.7,1700000,6,2,0,2,1,1.0413926852,11,0,0,0,0,25
0,0,0,1,0,2,1,0,1,0,0,0,0,25
7,7000000,7,1,1,3,0,0,1,0,0,0,0,25
8.95,8950000,7,1,0,1,1,0,1,0,0,0,0,25
8.95,8950000,7,1,0,1,1,0,1,0,0,0,0,25
1,1000000,6,1,0,2,0,0.3010299957,2,0,0,1,0,25
6,6000000,7,4,1,12,0,1.278753601,19,9,0,1,0,25
1.25,1250000,6,1,0,3,1,0.4771212547,3,0,0,0,0,25
1.25,1250000,6,1,0,1,1,0.4771212547,3,0,0,0,0,25
0,0,0,1,0,5,1,0.6020599913,4,0,1,1,0,25
1.5,1500000,6,1,0,1,1,0,1,0,0,0,0,25
1.5,1500000,6,1,0,1,1,0,1,0,0,0,0,25
45,45000000,8,4,0,5,2,1.3979400087,25,1,0,0,0,32
3.450673,3450673,7,1,1,11,0,0.6020599913,4,0,0,0,0,25
0,0,0,1,0,1,1,0.84509804,7,0,0,0,0,25
0,0,0,2,1,20,0,1.079181246,12,5,1,1,0,25
5.190128,5190128,7,1,0,1,2,0.7781512504,6,0,1,0,0,25
1,1000000,6,1,0,2,0,0.3010299957,2,0,0,0,0,25
5,5000000,7,2,0,4,3,0,1,0,0,0,0,25
2.5,2500000,6,3,1,5,1,0.84509804,7,0,1,1,0,25
2.5,2500000,6,2,1,20,1,0.84509804,7,0,1,0,0,42
0,0,0,1,1,11,0,0.84509804,7,19,1,1,1,25
0,0,0,2,0,2,1,1.079181246,12,4,0,0,0,45
24.5,24500000,7,1,0,3,0,0.3010299957,2,0,0,0,0,25
41,41000000,8,3,1,9,1,1.2552725051,18,3,0,1,0,25
9.021221,9021221,7,1,0,1,1,0.4771212547,3,0,0,0,0,25
9.021221,9021221,7,1,0,3,1,0.4771212547,3,0,0,0,0,25
39.105997,39105997,8,2,1,6,0,1.9395192526,87,31,0,0,0,25
39.105997,39105997,8,1,0,1,0,1.9395192526,87,0,0,0,0,25
255.1,255100000,8,1,0,1,2,1.5440680444,35,0,0,0,1,25
255.1,255100000,8,1,0,1,2,1.5440680444,35,1,0,0,0,25
1.4,1400000,6,1,1,11,0,0,1,1,0,1,0,25
38.2,38200000,8,1,0,1,1,1.0413926852,11,1,0,0,0,25
38.2,38200000,8,1,0,1,1,1.0413926852,11,12,0,1,0,25
320.000002,320000002,9,6,1,19,0,2.3710678623,235,33,1,0,0,43
5.1,5100000,7,1,0,1,1,0,1,0,0,0,0,25
35,35000000,8,1,0,1,1,0.9542425094,9,0,0,0,0,25
10,10000000,7,1,0,1,1,0.903089987,8,0,0,0,0,25
11.583166,11583166,7,4,0,7,5,1.1461280357,14,0,0,0,0,41
1.3,1300000,6,1,1,4,0,0.3010299957,2,0,0,0,0,25
0,0,0,3,1,15,0,0,0,0,0,0,0,25
10.4,10400000,7,2,1,8,3,0.6989700043,5,0,0,0,0,25
0,0,0,1,1,19,0,0,0,0,1,1,0,25
0,0,0,1,1,33,0,0,0,7,0,0,0,25
0,0,0,1,0,2,9,0.7781512504,6,0,0,0,0,25
13,13000000,7,3,0,4,10,0.7781512504,6,0,0,0,0,25
0,0,0,1,1,5,9,0.7781512504,6,0,0,0,0,25
15.26,15260000,7,1,0,4,2,0.4771212547,3,0,1,0,1,25
15.26,15260000,7,1,1,6,2,0.4771212547,3,0,1,1,1,25
0.92,920000,6,3,0,4,1,1.1139433523,13,0,0,0,0,42
0.92,920000,6,1,0,4,1,0.9542425094,9,0,1,0,0,46
0.92,920000,6,2,0,7,1,1.079181246,12,0,1,0,0,37
0,0,0,13,0,15,0,0,0,0,0,0,0,25
2.4,2400000,6,1,0,1,1,0,1,0,0,0,0,25
40,40000000,8,1,1,3,2,1.5185139399,33,0,1,0,0,33
5,5000000,7,1,1,9,1,2.2041199827,160,73,1,0,1,25
0.8,800000,6,1,0,4,0,0.4771212547,3,0,0,0,0,25
120,120000000,8,1,0,2,0,1.3424226808,22,2,0,0,0,25
0.4,400000,6,1,1,6,1,0.6020599913,4,14,0,0,0,29
4.1,4100000,7,3,0,4,1,0.903089987,8,0,0,1,0,25
5,5000000,7,1,0,3,3,0.9542425094,9,0,0,0,0,25
2.82,2820000,6,4,0,5,1,0.7781512504,6,0,0,0,0,25
2.82,2820000,6,4,0,4,1,0.7781512504,6,0,0,0,0,25
53.278569,53278569,8,3,1,20,0,1.591064607,39,8,0,0,0,25
0,0,0,1,1,5,0,0,0,0,0,0,0,25
0,0,0,1,1,8,0,0,0,0,0,0,0,25
0,0,0,1,0,1,1,0.6989700043,5,0,0,0,0,25
0,0,0,3,0,4,1,0.84509804,7,0,0,1,0,25
0,0,0,1,1,3,6,1.3222192947,21,0,0,1,0,25
0,0,0,2,0,7,0,0,0,0,0,1,0,25
29.926738,29926738,7,1,0,1,2,0.84509804,7,0,0,0,0,25
0.35,350000,6,1,0,5,1,0.3010299957,2,0,0,0,1,25
0,0,0,1,1,54,0,0.903089987,8,18,0,0,0,48
8.699999,8699999,7,2,0,5,1,0.903089987,8,0,0,0,0,25
63,63000000,8,1,0,4,0,0.3010299957,2,0,0,0,0,25
0,0,0,1,0,1,0,1.2552725051,18,1,0,0,0,25
0,0,0,1,0,4,0,0,0,0,1,0,0,25
1.3,1300000,6,1,0,1,2,0.3010299957,2,0,0,0,0,25
1.3,1300000,6,1,0,1,2,0.3010299957,2,0,0,0,0,25
2.344638,2344638,6,2,0,3,8,0.903089987,8,0,1,1,0,31
73,73000000,8,2,1,13,2,1.1760912591,15,3,1,0,1,25
0,0,0,1,0,3,2,0.903089987,8,1,1,0,0,25
0,0,0,1,0,1,2,0.903089987,8,0,0,0,0,25
56.081364,56081364,8,2,0,2,1,0.6020599913,4,0,0,1,0,25
18.5,18500000,7,1,1,1,0,0.3010299957,2,2,1,0,0,25
18.5,18500000,7,1,0,4,0,0.3010299957,2,0,1,0,0,25
0,0,0,1,1,18,0,0,0,5,0,0,0,25
2.3,2300000,6,2,0,2,18,2.3820170426,241,0,0,0,0,25
2.3,2300000,6,1,0,1,18,2.3710678623,235,0,0,0,0,25
11.6,11600000,7,1,0,1,0,0,0,0,0,0,0,25
11.6,11600000,7,1,0,1,0,0,0,0,0,0,0,25
11.6,11600000,7,1,0,1,0,0,0,0,0,0,0,25
16.6,16600000,7,2,0,2,0,0,1,0,0,0,0,25
0.556799,556799,6,1,0,1,1,0.903089987,8,0,1,0,0,25
0.556799,556799,6,1,0,1,1,0.903089987,8,0,0,0,0,25
0.556799,556799,6,1,0,1,1,0.903089987,8,0,0,0,0,25
0.556799,556799,6,1,0,1,1,0.903089987,8,0,0,0,0,25
0,0,0,2,0,4,3,1.361727836,23,2,0,0,0,50
0,0,0,1,0,2,3,1.2041199827,16,5,0,0,0,25
0,0,0,1,0,3,0,0,1,0,0,0,0,25
0,0,0,1,0,1,0,0,1,0,0,0,0,25
5,5000000,7,2,0,4,2,0.6989700043,5,0,1,0,0,25
5,5000000,7,1,0,1,2,0.6989700043,5,0,0,0,0,25
0,0,0,1,0,1,0,0,1,0,0,0,0,38
0,0,0,3,1,14,0,0,1,0,0,0,0,25
0,0,0,1,0,1,0,0,1,0,0,0,0,25
0,0,0,1,0,1,0,0,1,0,0,0,0,25
0,0,0,2,0,8,1,0,1,0,1,0,0,25
0,0,0,2,0,2,1,0,1,0,0,0,0,25
3.7,3700000,7,4,0,4,1,0.6989700043,5,1,1,1,0,25
1.1,1100000,6,2,1,7,1,0.3010299957,2,0,0,1,0,25
0,0,0,2,1,5,0,0.3010299957,2,1,0,0,1,25
0,0,0,1,1,12,0,0,0,1,0,0,0,25
4,4000000,7,1,0,1,3,1.6020599913,40,0,0,0,0,25
5.75,5750000,7,3,1,32,0,0.3010299957,2,19,0,1,0,25
3.045,3045000,6,1,0,4,0,0.3010299957,2,0,0,0,0,25
3.045,3045000,6,2,1,4,0,0.6989700043,5,0,0,0,0,25
0,0,0,1,0,3,0,0,0,0,0,0,0,25
0,0,0,1,1,13,2,1.278753601,19,0,0,0,0,25
0,0,0,2,1,8,0,0,0,2,1,0,0,25
0,0,0,1,1,3,0,0.84509804,7,1,1,1,0,25
7.425,7425000,7,4,0,17,1,1.3802112417,24,0,1,0,0,25
7,7000000,7,1,0,9,1,1.3010299957,20,0,1,0,1,25
7,7000000,7,1,0,2,1,1.3010299957,20,0,0,0,0,25
0,0,0,1,0,10,0,0,0,0,0,1,0,46
75,75000000,8,1,1,4,0,0,0,1,0,0,0,25
8.95,8950000,7,4,0,6,1,1.3424226808,22,0,0,0,0,30
6.7,6700000,7,1,0,5,1,1.2304489214,17,0,0,0,0,25
117.45398,117453980,8,2,0,3,1,0.6020599913,4,0,1,0,1,25
117.45398,117453980,8,1,1,8,1,0.6020599913,4,0,0,0,0,25
0.26,260000,5,2,0,4,2,0.6989700043,5,1,1,0,0,25
29.06,29060000,7,5,1,9,3,1.2304489214,17,1,0,0,0,25
19.56,19560000,7,6,0,7,3,1.2304489214,17,0,1,0,0,25
9.95,9950000,7,2,0,6,2,1,10,6,0,0,0,25
0,0,0,1,0,2,0,0,0,0,0,0,0,31
0,0,0,1,1,9,0,1.278753601,19,0,0,0,0,25
14.161383,14161383,7,5,1,11,3,1.0413926852,11,0,0,0,0,25
0,0,0,1,0,9,1,0,1,0,0,0,0,25
0,0,0,1,0,1,1,0,1,0,0,1,0,25
0,0,0,2,0,9,0,0,0,0,1,0,0,25
17.2,17200000,7,2,1,3,2,0.9542425094,9,0,0,0,0,25
17.2,17200000,7,1,0,1,2,0.9542425094,9,0,0,0,0,25
0.001,1000,3,1,0,5,0,0,0,0,0,0,0,25
12,12000000,7,1,0,4,1,0.6020599913,4,1,1,0,0,25
149.3,149300000,8,1,0,1,0,1.3979400087,25,3,0,0,0,25
154.5,154500000,8,5,0,5,0,1.5185139399,33,0,1,1,1,25
1.4453,1445300,6,1,1,3,2,0.4771212547,3,0,0,0,0,27
6.4,6400000,7,2,0,4,2,0.9542425094,9,0,0,0,0,25
5.4,5400000,7,1,0,4,2,0.9542425094,9,0,1,0,1,25
3.25,3250000,7,1,0,3,0,0.6989700043,5,0,0,1,0,25
0,0,0,3,0,5,0,0,0,0,0,0,0,25
302,302000000,8,3,0,6,1,1.0413926852,11,0,0,0,0,25
23.519998,23519998,7,1,0,6,1,0.6989700043,5,0,0,1,0,25
23.519998,23519998,7,1,0,4,1,0.6989700043,5,0,0,0,0,25
23.519998,23519998,7,1,0,2,1,0.6989700043,5,0,0,0,0,25
251.000002,251000002,8,4,1,9,9,1.2552725051,18,1,1,0,0,25
48.65,48650000,8,6,1,14,3,1.361727836,23,7,0,0,0,25
0,0,0,1,0,2,0,0,0,0,0,0,0,25
0,0,0,1,1,9,0,1.414973348,26,19,1,0,1,25
0,0,0,1,0,1,2,0,0,2,0,0,0,25
0.1,100000,5,1,0,9,0,0,0,1,0,0,0,25
0,0,0,2,0,3,1,0.6020599913,4,0,0,0,0,25
0.1,100000,5,1,0,2,0,0,0,0,0,0,0,25
0,0,0,1,0,6,0,0,0,0,1,0,0,25
0,0,0,1,0,3,0,0,1,1,1,0,0,25
58.8,58800000,8,2,1,18,1,0,0,0,0,1,0,25
1.1,1100000,6,2,0,2,1,0.7781512504,6,0,1,0,1,25
6.5,6500000,7,4,1,5,5,0.9542425094,9,3,1,0,0,25
2,2000000,6,1,0,1,5,0,1,0,0,0,0,25
2,2000000,6,1,1,3,5,0,1,0,0,0,0,25
2,2000000,6,1,0,1,5,0,1,0,0,0,0,25
105.5,105500000,8,1,0,1,1,1.2552725051,18,0,0,0,0,25
105.5,105500000,8,1,0,1,1,1.2552725051,18,0,0,0,0,25
17.518226,17518226,7,2,0,3,1,0,0,0,0,1,0,25
3.130473,3130473,6,1,0,2,2,0,1,0,0,0,0,25
0,0,0,2,0,2,1,0,0,0,0,0,0,25
0,0,0,1,0,1,1,0,0,0,0,0,0,25
25,25000000,7,1,0,5,3,0.7781512504,6,0,1,0,0,25
41.56,41560000,8,2,1,3,3,0.7781512504,6,0,0,1,0,25
3,3000000,6,1,0,1,1,1.0413926852,11,1,0,0,0,25
5.7,5700000,7,3,0,6,2,1.0413926852,11,0,1,0,0,25
0,0,0,3,1,20,0,0,1,53,0,0,0,64
11,11000000,7,3,0,8,1,1.3424226808,22,0,0,0,0,25
0.1,100000,5,1,0,1,1,0,1,0,0,0,0,25
3.83786,3837860,7,1,0,1,4,0,1,1,0,0,0,39
3.83786,3837860,7,1,0,1,4,0,1,0,0,0,0,25
6,6000000,7,1,0,3,1,0,0,0,0,0,0,25
0,0,0,1,1,11,0,0,0,13,0,0,0,25
2,2000000,6,3,0,5,1,0.3010299957,2,0,1,0,0,25
2,2000000,6,4,0,10,1,0.3010299957,2,0,0,1,0,39
0,0,0,4,0,4,0,0,0,0,0,0,0,28
0,0,0,1,0,4,1,0.84509804,7,0,1,0,0,34
0,0,0,2,0,7,0,0,1,0,0,0,0,25
1.2,1200000,6,1,0,2,0,0,0,0,0,0,0,25
31.2,31200000,7,3,1,13,3,1.1461280357,14,2,1,0,0,25
6.5,6500000,7,5,1,10,11,2.3521825181,225,9,0,1,0,44
0,0,0,1,0,4,0,0,0,15,0,1,0,25
6.2,6200000,7,2,1,14,1,1.4313637642,27,11,0,0,0,25
0,0,0,1,0,8,2,0.3010299957,2,0,0,0,0,47
0,0,0,1,1,10,0,0,0,0,1,0,0,25
107.225,107225000,8,2,0,2,2,0.6989700043,5,0,0,0,0,25
14.399999,14399999,7,1,0,7,2,0.4771212547,3,7,1,0,0,25
0.675,675000,6,1,0,5,0,0,0,0,1,0,0,25
5.1,5100000,7,2,1,5,3,1.1760912591,15,13,1,1,0,25
1,1000000,6,3,0,8,0,0,1,1,1,0,0,25
12.6,12600000,7,1,1,7,0,0.6989700043,5,9,1,0,0,25
1.4761,1476100,6,4,0,4,1,0,1,0,0,0,0,25
1.4761,1476100,6,1,0,3,1,0,1,0,0,0,0,25
0,0,0,1,0,1,5,1,10,0,0,0,0,25
4,4000000,7,1,0,2,1,1.1139433523,13,0,0,1,0,25
100,100000000,8,1,0,1,1,0.7781512504,6,0,0,0,0,25
23.500238,23500238,7,1,1,2,1,0.84509804,7,0,1,0,1,25
0,0,0,1,0,2,0,0,0,0,0,0,0,25
0.715,715000,6,1,0,1,2,0.84509804,7,0,0,0,0,25
0.715,715000,6,1,0,3,2,0.84509804,7,3,1,1,0,25
0.715,715000,6,1,0,1,2,0.84509804,7,0,0,0,0,25
17.838411,17838411,7,1,0,3,1,1.1461280357,14,0,1,0,0,25
0.75,750000,6,2,0,4,2,1.1139433523,13,0,1,0,1,25
0,0,0,1,1,11,0,0,0,0,1,0,0,25
0.75,750000,6,1,1,8,2,1.1139433523,13,1,1,0,0,25
33.8,33800000,8,6,1,19,3,0.903089987,8,12,0,1,0,47
15,15000000,7,4,1,5,4,1.8920946027,78,28,0,0,0,44
46,46000000,8,2,1,30,0,1.4623979979,29,7,0,1,0,39
26.8,26800000,7,3,1,11,0,0.4771212547,3,9,0,0,0,25
2.75,2750000,6,1,0,2,1,0.7781512504,6,0,1,0,0,25
2.75,2750000,6,1,0,1,1,0.7781512504,6,0,0,0,0,25
20,20000000,7,3,1,7,1,0.6989700043,5,1,0,0,0,25
20,20000000,7,2,1,5,1,0.6020599913,4,2,0,0,1,25
11,11000000,7,1,0,1,1,1.079181246,12,0,0,0,1,25
11,11000000,7,3,1,17,1,1.079181246,12,0,1,1,0,25
55.45,55450000,8,1,0,4,3,0.84509804,7,0,1,0,1,25
55.45,55450000,8,2,0,2,3,0.84509804,7,0,1,0,1,25
0,0,0,1,1,4,1,1.4913616938,31,3,0,0,0,25
0,0,0,2,0,2,1,0.903089987,8,0,0,0,0,25
0,0,0,2,0,2,1,0.903089987,8,0,0,0,0,25
0,0,0,2,0,5,0,0,0,0,0,0,0,25
1.3,1300000,6,3,0,7,1,0,0,0,0,0,0,25
37.6,37600000,8,3,1,17,5,1.4313637642,27,1,0,1,0,42
43.1,43100000,8,2,0,7,1,0.7781512504,6,0,0,0,0,25
43.1,43100000,8,1,0,4,1,0.7781512504,6,0,0,0,0,25
70,70000000,8,1,0,5,0,0,0,0,0,0,0,25
2.5,2500000,6,1,0,2,2,0.84509804,7,0,0,0,0,25
0.1,100000,5,2,0,6,0,0,0,0,0,0,0,25
162.356,162356000,8,2,0,2,2,1.414973348,26,0,0,0,0,25
162.356,162356000,8,2,0,2,2,1.414973348,26,0,0,1,0,35
0,0,0,1,0,1,1,0,1,0,0,0,0,25
0,0,0,1,0,3,0,0,0,0,0,0,0,25
3.6,3600000,7,1,0,3,0,0.6020599913,4,0,0,1,0,25
0,0,0,1,1,10,6,0.6989700043,5,0,0,0,0,25
96.5,96500000,8,1,0,1,11,0.4771212547,3,0,0,0,0,25
235.02407,235024070,8,1,0,2,1,1.6232492904,42,0,0,1,0,25
